,Date,Ticker,Close
109,2020-06-09,AAPL,83.4192
110,2020-06-10,AAPL,85.5653
111,2020-06-11,AAPL,81.459
112,2020-06-12,AAPL,82.1614
113,2020-06-15,AAPL,83.1777
114,2020-06-16,AAPL,85.3816
115,2020-06-17,AAPL,85.2627
116,2020-06-18,AAPL,85.2971
117,2020-06-19,AAPL,84.8091
118,2020-06-22,AAPL,87.0286
119,2020-06-23,AAPL,88.8868
120,2020-06-24,AAPL,87.3157
121,2020-06-25,AAPL,88.4741
122,2020-06-26,AAPL,85.7588
123,2020-06-29,AAPL,87.7347
124,2020-06-30,AAPL,88.4645
125,2020-07-01,AAPL,88.2976
126,2020-07-02,AAPL,88.2976
127,2020-07-06,AAPL,90.6607
128,2020-07-07,AAPL,90.3806
129,2020-07-08,AAPL,92.4835
130,2020-07-09,AAPL,92.8155
131,2020-07-10,AAPL,93.0441
132,2020-07-13,AAPL,92.6149
133,2020-07-14,AAPL,94.148
134,2020-07-15,AAPL,94.7972
135,2020-07-16,AAPL,93.6294
136,2020-07-17,AAPL,93.4409
137,2020-07-20,AAPL,95.4091
138,2020-07-21,AAPL,94.0924
139,2020-07-22,AAPL,94.3563
140,2020-07-23,AAPL,90.0614
141,2020-07-24,AAPL,89.8383
142,2020-07-27,AAPL,91.9687
143,2020-07-28,AAPL,90.4571
144,2020-07-29,AAPL,92.1937
145,2020-07-30,AAPL,93.3085
146,2020-07-31,AAPL,103.084
147,2020-08-03,AAPL,105.668
148,2020-08-04,AAPL,106.376
149,2020-08-05,AAPL,106.76
150,2020-08-06,AAPL,110.49
151,2020-08-07,AAPL,107.967
152,2020-08-10,AAPL,109.557
153,2020-08-11,AAPL,106.298
154,2020-08-12,AAPL,109.834
155,2020-08-13,AAPL,111.757
156,2020-08-14,AAPL,111.661
157,2020-08-17,AAPL,111.375
158,2020-08-18,AAPL,112.288
159,2020-08-19,AAPL,112.435
160,2020-08-20,AAPL,114.939
161,2020-08-21,AAPL,120.852
162,2020-08-24,AAPL,122.306
163,2020-08-25,AAPL,121.294
164,2020-08-26,AAPL,122.953
165,2020-08-27,AAPL,121.47
166,2020-08-28,AAPL,121.284
167,2020-08-31,AAPL,125.4
168,2020-09-01,AAPL,130.389
169,2020-09-02,AAPL,127.678
170,2020-09-03,AAPL,117.465
171,2020-09-04,AAPL,117.542
172,2020-09-08,AAPL,109.644
173,2020-09-09,AAPL,114.014
174,2020-09-10,AAPL,110.293
175,2020-09-11,AAPL,108.84
176,2020-09-14,AAPL,112.103
177,2020-09-15,AAPL,112.268
178,2020-09-16,AAPL,108.968
179,2020-09-17,AAPL,107.23
180,2020-09-18,AAPL,103.83
181,2020-09-21,AAPL,106.973
182,2020-09-22,AAPL,108.657
183,2020-09-23,AAPL,104.088
184,2020-09-24,AAPL,105.158
185,2020-09-25,AAPL,109.116
186,2020-09-28,AAPL,111.709
187,2020-09-29,AAPL,110.864
188,2020-09-30,AAPL,112.533
189,2020-10-01,AAPL,113.497
190,2020-10-02,AAPL,109.844
191,2020-10-05,AAPL,113.209
192,2020-10-06,AAPL,109.981
193,2020-10-07,AAPL,111.826
194,2020-10-08,AAPL,111.719
195,2020-10-09,AAPL,113.675
196,2020-10-12,AAPL,120.881
197,2020-10-13,AAPL,117.679
198,2020-10-14,AAPL,117.768
199,2020-10-15,AAPL,117.306
200,2020-10-16,AAPL,115.666
201,2020-10-19,AAPL,112.701
202,2020-10-20,AAPL,114.193
203,2020-10-21,AAPL,113.576
204,2020-10-22,AAPL,112.474
205,2020-10-23,AAPL,111.786
206,2020-10-26,AAPL,111.796
207,2020-10-27,AAPL,113.308
208,2020-10-28,AAPL,108.055
209,2020-10-29,AAPL,112.063
210,2020-10-30,AAPL,105.787
211,2020-11-02,AAPL,105.698
212,2020-11-03,AAPL,107.328
213,2020-11-04,AAPL,111.699
214,2020-11-05,AAPL,115.666
215,2020-11-06,AAPL,115.538
216,2020-11-09,AAPL,113.228
217,2020-11-10,AAPL,112.889
218,2020-11-11,AAPL,116.324
219,2020-11-12,AAPL,116.052
220,2020-11-13,AAPL,116.099
221,2020-11-16,AAPL,117.111
222,2020-11-17,AAPL,116.225
223,2020-11-18,AAPL,114.89
224,2020-11-19,AAPL,115.489
225,2020-11-20,AAPL,114.223
226,2020-11-23,AAPL,110.826
227,2020-11-24,AAPL,112.103
228,2020-11-25,AAPL,112.948
229,2020-11-27,AAPL,113.497
230,2020-11-30,AAPL,115.894
231,2020-12-01,AAPL,119.457
232,2020-12-02,AAPL,119.813
233,2020-12-03,AAPL,119.675
234,2020-12-04,AAPL,119.007
235,2020-12-07,AAPL,120.47
236,2020-12-08,AAPL,121.069
237,2020-12-09,AAPL,118.543
238,2020-12-10,AAPL,119.968
239,2020-12-11,AAPL,119.163
240,2020-12-14,AAPL,118.543
241,2020-12-15,AAPL,124.475
242,2020-12-16,AAPL,124.409
243,2020-12-17,AAPL,125.283
244,2020-12-18,AAPL,123.307
245,2020-12-21,AAPL,124.821
246,2020-12-22,AAPL,128.376
247,2020-12-23,AAPL,127.471
248,2020-12-24,AAPL,128.464
249,2020-12-28,AAPL,133.07
250,2020-12-29,AAPL,131.283
251,2020-12-30,AAPL,130.173
252,2020-12-31,AAPL,129.171
253,2021-01-04,AAPL,125.979
254,2021-01-05,AAPL,127.52
255,2021-01-06,AAPL,123.249
256,2021-01-07,AAPL,127.433
257,2021-01-08,AAPL,128.542
258,2021-01-11,AAPL,125.557
259,2021-01-12,AAPL,125.38
260,2021-01-13,AAPL,127.403
261,2021-01-14,AAPL,125.489
262,2021-01-15,AAPL,123.758
263,2021-01-19,AAPL,124.426
264,2021-01-20,AAPL,128.522
265,2021-01-21,AAPL,133.249
266,2021-01-22,AAPL,135.368
267,2021-01-25,AAPL,139.13
268,2021-01-26,AAPL,139.367
269,2021-01-27,AAPL,138.284
270,2021-01-28,AAPL,133.464
271,2021-01-29,AAPL,128.454
272,2021-02-01,AAPL,130.576
273,2021-02-02,AAPL,131.402
274,2021-02-03,AAPL,130.379
275,2021-02-04,AAPL,133.746
276,2021-02-05,AAPL,133.337
277,2021-02-08,AAPL,133.482
278,2021-02-09,AAPL,132.599
279,2021-02-10,AAPL,131.99
280,2021-02-11,AAPL,131.735
281,2021-02-12,AAPL,131.97
282,2021-02-16,AAPL,129.848
283,2021-02-17,AAPL,127.55
284,2021-02-18,AAPL,126.458
285,2021-02-19,AAPL,126.618
286,2021-02-22,AAPL,122.845
287,2021-02-23,AAPL,122.709
288,2021-02-24,AAPL,122.207
289,2021-02-25,AAPL,117.945
290,2021-02-26,AAPL,118.212
291,2021-03-01,AAPL,124.574
292,2021-03-02,AAPL,121.982
293,2021-03-03,AAPL,118.998
294,2021-03-04,AAPL,117.121
295,2021-03-05,AAPL,118.367
296,2021-03-08,AAPL,113.437
297,2021-03-09,AAPL,118.045
298,2021-03-10,AAPL,116.983
299,2021-03-11,AAPL,118.901
300,2021-03-12,AAPL,117.985
301,2021-03-15,AAPL,120.872
302,2021-03-16,AAPL,122.425
303,2021-03-17,AAPL,121.629
304,2021-03-18,AAPL,117.504
305,2021-03-19,AAPL,116.983
306,2021-03-22,AAPL,120.292
307,2021-03-23,AAPL,119.457
308,2021-03-24,AAPL,117.082
309,2021-03-25,AAPL,117.562
310,2021-03-26,AAPL,118.162
311,2021-03-29,AAPL,118.337
312,2021-03-30,AAPL,116.904
313,2021-03-31,AAPL,119.085
314,2021-04-01,AAPL,119.909
315,2021-04-05,AAPL,122.748
316,2021-04-06,AAPL,123.053
317,2021-04-07,AAPL,124.682
318,2021-04-08,AAPL,127.091
319,2021-04-09,AAPL,129.663
320,2021-04-12,AAPL,127.944
321,2021-04-13,AAPL,131.046
322,2021-04-14,AAPL,128.719
323,2021-04-15,AAPL,131.115
324,2021-04-16,AAPL,130.791
325,2021-04-19,AAPL,131.451
326,2021-04-20,AAPL,129.77
327,2021-04-21,AAPL,130.154
328,2021-04-22,AAPL,128.63
329,2021-04-23,AAPL,130.94
330,2021-04-26,AAPL,131.333
331,2021-04-27,AAPL,131.007
332,2021-04-28,AAPL,130.231
333,2021-04-29,AAPL,130.134
334,2021-04-30,AAPL,128.161
335,2021-05-03,AAPL,129.22
336,2021-05-04,AAPL,124.633
337,2021-05-05,AAPL,124.88
338,2021-05-06,AAPL,126.488
339,2021-05-07,AAPL,127.157
340,2021-05-10,AAPL,123.877
341,2021-05-11,AAPL,122.963
342,2021-05-12,AAPL,119.89
343,2021-05-13,AAPL,122.04
344,2021-05-14,AAPL,124.455
345,2021-05-17,AAPL,123.317
346,2021-05-18,AAPL,121.923
347,2021-05-19,AAPL,121.767
348,2021-05-20,AAPL,124.32
349,2021-05-21,AAPL,122.493
350,2021-05-24,AAPL,124.125
351,2021-05-25,AAPL,123.927
352,2021-05-26,AAPL,123.877
353,2021-05-27,AAPL,122.346
354,2021-05-28,AAPL,121.688
355,2021-06-01,AAPL,121.364
356,2021-06-02,AAPL,122.13
357,2021-06-03,AAPL,120.647
358,2021-06-04,AAPL,122.943
359,2021-06-07,AAPL,122.953
360,2021-06-08,AAPL,123.768
361,2021-06-09,AAPL,124.153
362,2021-06-10,AAPL,123.162
363,2021-06-11,AAPL,124.36
364,2021-06-14,AAPL,127.413
365,2021-06-15,AAPL,126.608
366,2021-06-16,AAPL,127.099
367,2021-06-17,AAPL,128.699
368,2021-06-18,AAPL,127.394
369,2021-06-21,AAPL,129.201
370,2021-06-22,AAPL,130.841
371,2021-06-23,AAPL,130.566
372,2021-06-24,AAPL,130.291
373,2021-06-25,AAPL,129.996
374,2021-06-28,AAPL,131.616
375,2021-06-29,AAPL,133.14
376,2021-06-30,AAPL,133.756
377,2021-07-01,AAPL,134.054
378,2021-07-02,AAPL,136.684
379,2021-07-06,AAPL,138.69
380,2021-07-07,AAPL,141.182
381,2021-07-08,AAPL,139.885
382,2021-07-09,AAPL,141.715
383,2021-07-12,AAPL,141.113
384,2021-07-13,AAPL,142.233
385,2021-07-14,AAPL,145.652
386,2021-07-15,AAPL,144.992
387,2021-07-16,AAPL,142.961
388,2021-07-19,AAPL,139.111
389,2021-07-20,AAPL,142.724
390,2021-07-21,AAPL,141.996
391,2021-07-22,AAPL,143.364
392,2021-07-23,AAPL,145.072
393,2021-07-26,AAPL,145.495
394,2021-07-27,AAPL,143.334
395,2021-07-28,AAPL,141.588
396,2021-07-29,AAPL,142.233
397,2021-07-30,AAPL,142.442
398,2021-08-02,AAPL,142.116
399,2021-08-03,AAPL,143.905
400,2021-08-04,AAPL,143.509
401,2021-08-05,AAPL,143.619
402,2021-08-06,AAPL,142.931
403,2021-08-09,AAPL,142.881
404,2021-08-10,AAPL,142.413
405,2021-08-11,AAPL,142.656
406,2021-08-12,AAPL,145.613
407,2021-08-13,AAPL,145.817
408,2021-08-16,AAPL,147.802
409,2021-08-17,AAPL,146.891
410,2021-08-18,AAPL,143.148
411,2021-08-19,AAPL,143.479
412,2021-08-20,AAPL,144.925
413,2021-08-23,AAPL,146.417
414,2021-08-24,AAPL,146.33
415,2021-08-25,AAPL,145.091
416,2021-08-26,AAPL,144.286
417,2021-08-27,AAPL,145.329
418,2021-08-30,AAPL,149.766
419,2021-08-31,AAPL,148.499
420,2021-09-01,AAPL,149.166
421,2021-09-02,AAPL,150.278
422,2021-09-03,AAPL,150.907
423,2021-09-07,AAPL,153.245
424,2021-09-08,AAPL,151.693
425,2021-09-09,AAPL,150.68
426,2021-09-10,AAPL,145.691
427,2021-09-13,AAPL,146.26
428,2021-09-14,AAPL,144.855
429,2021-09-15,AAPL,145.748
430,2021-09-16,AAPL,145.513
431,2021-09-17,AAPL,142.852
432,2021-09-20,AAPL,139.797
433,2021-09-21,AAPL,140.281
434,2021-09-22,AAPL,142.646
435,2021-09-23,AAPL,143.609
436,2021-09-24,AAPL,143.698
437,2021-09-27,AAPL,142.184
438,2021-09-28,AAPL,138.785
439,2021-09-29,AAPL,139.689
440,2021-09-30,AAPL,138.384
441,2021-10-01,AAPL,139.515
442,2021-10-04,AAPL,136.085
443,2021-10-05,AAPL,138.0
444,2021-10-06,AAPL,138.874
445,2021-10-07,AAPL,140.143
446,2021-10-08,AAPL,139.759
447,2021-10-11,AAPL,139.669
448,2021-10-12,AAPL,138.394
449,2021-10-13,AAPL,137.805
450,2021-10-14,AAPL,140.602
451,2021-10-15,AAPL,141.666
452,2021-10-18,AAPL,143.334
453,2021-10-19,AAPL,145.485
454,2021-10-20,AAPL,145.976
455,2021-10-21,AAPL,146.192
456,2021-10-22,AAPL,145.417
457,2021-10-25,AAPL,145.367
458,2021-10-26,AAPL,146.036
459,2021-10-27,AAPL,145.573
460,2021-10-28,AAPL,149.225
461,2021-10-29,AAPL,146.505
462,2021-11-01,AAPL,145.682
463,2021-11-02,AAPL,146.723
464,2021-11-03,AAPL,148.168
465,2021-11-04,AAPL,147.644
466,2021-11-05,AAPL,148.177
467,2021-11-08,AAPL,147.35
468,2021-11-09,AAPL,147.713
469,2021-11-10,AAPL,144.875
470,2021-11-11,AAPL,144.825
471,2021-11-12,AAPL,146.91
472,2021-11-15,AAPL,146.919
473,2021-11-16,AAPL,147.902
474,2021-11-17,AAPL,150.337
475,2021-11-18,AAPL,154.629
476,2021-11-19,AAPL,157.251
477,2021-11-22,AAPL,157.712
478,2021-11-23,AAPL,158.086
479,2021-11-24,AAPL,158.607
480,2021-11-26,AAPL,153.586
481,2021-11-29,AAPL,156.957
482,2021-11-30,AAPL,161.905
483,2021-12-01,AAPL,161.386
484,2021-12-02,AAPL,160.394
485,2021-12-03,AAPL,158.509
486,2021-12-06,AAPL,161.925
487,2021-12-07,AAPL,167.662
488,2021-12-08,AAPL,171.482
489,2021-12-09,AAPL,170.972
490,2021-12-10,AAPL,175.764
491,2021-12-13,AAPL,172.131
492,2021-12-14,AAPL,170.745
493,2021-12-15,AAPL,175.615
494,2021-12-16,AAPL,168.724
495,2021-12-17,AAPL,167.623
496,2021-12-20,AAPL,166.257
497,2021-12-21,AAPL,169.442
498,2021-12-22,AAPL,172.032
499,2021-12-23,AAPL,172.66
500,2021-12-27,AAPL,176.63
501,2021-12-28,AAPL,175.606
502,2021-12-29,AAPL,175.694
503,2021-12-30,AAPL,174.537
504,2021-12-31,AAPL,173.918
505,2022-01-03,AAPL,178.268
506,2022-01-04,AAPL,176.011
507,2022-01-05,AAPL,171.326
508,2022-01-06,AAPL,168.467
509,2022-01-07,AAPL,168.635
510,2022-01-10,AAPL,168.655
511,2022-01-11,AAPL,171.482
512,2022-01-12,AAPL,171.923
513,2022-01-13,AAPL,168.655
514,2022-01-14,AAPL,169.521
515,2022-01-18,AAPL,166.306
516,2022-01-19,AAPL,162.819
517,2022-01-20,AAPL,161.13
518,2022-01-21,AAPL,159.067
519,2022-01-24,AAPL,158.29
520,2022-01-25,AAPL,156.503
521,2022-01-26,AAPL,156.415
522,2022-01-27,AAPL,155.955
523,2022-01-28,AAPL,166.825
524,2022-01-31,AAPL,171.187
525,2022-02-01,AAPL,171.02
526,2022-02-02,AAPL,172.229
527,2022-02-03,AAPL,169.352
528,2022-02-04,AAPL,169.064
529,2022-02-07,AAPL,168.348
530,2022-02-08,AAPL,171.453
531,2022-02-09,AAPL,172.877
532,2022-02-10,AAPL,168.802
533,2022-02-11,AAPL,165.382
534,2022-02-14,AAPL,165.618
535,2022-02-15,AAPL,169.461
536,2022-02-16,AAPL,169.223
537,2022-02-17,AAPL,165.618
538,2022-02-18,AAPL,164.067
539,2022-02-22,AAPL,161.15
540,2022-02-23,AAPL,156.987
541,2022-02-24,AAPL,159.599
542,2022-02-25,AAPL,161.671
543,2022-02-28,AAPL,161.935
544,2022-03-01,AAPL,160.049
545,2022-03-02,AAPL,163.349
546,2022-03-03,AAPL,163.025
547,2022-03-04,AAPL,160.02
548,2022-03-07,AAPL,156.23
549,2022-03-08,AAPL,154.402
550,2022-03-09,AAPL,159.803
551,2022-03-10,AAPL,155.461
552,2022-03-11,AAPL,151.742
553,2022-03-14,AAPL,147.713
554,2022-03-15,AAPL,152.094
555,2022-03-16,AAPL,156.513
556,2022-03-17,AAPL,157.516
557,2022-03-18,AAPL,160.816
558,2022-03-21,AAPL,162.192
559,2022-03-22,AAPL,165.559
560,2022-03-23,AAPL,166.925
561,2022-03-24,AAPL,170.707
562,2022-03-25,AAPL,171.345
563,2022-03-28,AAPL,172.21
564,2022-03-29,AAPL,175.507
565,2022-03-30,AAPL,174.34
566,2022-03-31,AAPL,171.236
567,2022-04-01,AAPL,170.942
568,2022-04-04,AAPL,174.997
569,2022-04-05,AAPL,171.68
570,2022-04-06,AAPL,168.517
571,2022-04-07,AAPL,168.82
572,2022-04-08,AAPL,166.806
573,2022-04-11,AAPL,162.552
574,2022-04-12,AAPL,164.421
575,2022-04-13,AAPL,167.111
576,2022-04-14,AAPL,162.102
577,2022-04-18,AAPL,161.885
578,2022-04-19,AAPL,164.167
579,2022-04-20,AAPL,163.997
580,2022-04-21,AAPL,163.213
581,2022-04-22,AAPL,158.664
582,2022-04-25,AAPL,159.736
583,2022-04-26,AAPL,153.773
584,2022-04-27,AAPL,153.546
585,2022-04-28,AAPL,160.483
586,2022-04-29,AAPL,154.609
587,2022-05-02,AAPL,154.913
588,2022-05-03,AAPL,156.405
589,2022-05-04,AAPL,162.819
590,2022-05-05,AAPL,153.744
591,2022-05-06,AAPL,154.472
592,2022-05-09,AAPL,149.344
593,2022-05-10,AAPL,151.752
594,2022-05-11,AAPL,143.887
595,2022-05-12,AAPL,140.014
596,2022-05-13,AAPL,144.484
597,2022-05-16,AAPL,142.941
598,2022-05-17,AAPL,146.573
599,2022-05-18,AAPL,138.304
600,2022-05-19,AAPL,134.897
601,2022-05-20,AAPL,135.132
602,2022-05-23,AAPL,140.552
603,2022-05-24,AAPL,137.855
604,2022-05-25,AAPL,138.01
605,2022-05-26,AAPL,141.211
606,2022-05-27,AAPL,146.969
607,2022-05-31,AAPL,146.182
608,2022-06-01,AAPL,146.056
609,2022-06-02,AAPL,148.508
610,2022-06-03,AAPL,142.783
611,2022-06-06,AAPL,143.529
612,2022-06-07,AAPL,146.056
613,2022-06-08,AAPL,145.319
614,2022-06-09,AAPL,140.093
615,2022-06-10,AAPL,134.68
616,2022-06-13,AAPL,129.525
617,2022-06-14,AAPL,130.389
618,2022-06-15,AAPL,133.01
619,2022-06-16,AAPL,127.738
620,2022-06-17,AAPL,129.211
621,2022-06-21,AAPL,133.445
622,2022-06-22,AAPL,132.931
623,2022-06-23,AAPL,135.801
624,2022-06-24,AAPL,139.13
625,2022-06-27,AAPL,139.13
626,2022-06-28,AAPL,134.986
627,2022-06-29,AAPL,136.743
628,2022-06-30,AAPL,134.279
629,2022-07-01,AAPL,136.449
630,2022-07-05,AAPL,139.031
631,2022-07-06,AAPL,140.368
632,2022-07-07,AAPL,143.738
633,2022-07-08,AAPL,144.415
634,2022-07-11,AAPL,142.283
635,2022-07-12,AAPL,143.254
636,2022-07-13,AAPL,142.891
637,2022-07-14,AAPL,145.817
638,2022-07-15,AAPL,147.489
639,2022-07-18,AAPL,144.444
640,2022-07-19,AAPL,148.303
641,2022-07-20,AAPL,150.307
642,2022-07-21,AAPL,152.576
643,2022-07-22,AAPL,151.337
644,2022-07-25,AAPL,150.219
645,2022-07-26,AAPL,148.894
646,2022-07-27,AAPL,153.992
647,2022-07-28,AAPL,154.54
648,2022-07-29,AAPL,159.609
649,2022-08-01,AAPL,158.626
650,2022-08-02,AAPL,157.152
651,2022-08-03,AAPL,163.165
652,2022-08-04,AAPL,162.849
653,2022-08-05,AAPL,162.622
654,2022-08-08,AAPL,162.151
655,2022-08-09,AAPL,162.201
656,2022-08-10,AAPL,166.449
657,2022-08-11,AAPL,165.712
658,2022-08-12,AAPL,169.262
659,2022-08-15,AAPL,170.333
660,2022-08-16,AAPL,170.177
661,2022-08-17,AAPL,171.672
662,2022-08-18,AAPL,171.278
663,2022-08-19,AAPL,168.692
664,2022-08-22,AAPL,164.805
665,2022-08-23,AAPL,164.472
666,2022-08-24,AAPL,164.766
667,2022-08-25,AAPL,167.226
668,2022-08-26,AAPL,160.921
669,2022-08-29,AAPL,158.718
670,2022-08-30,AAPL,156.289
671,2022-08-31,AAPL,154.627
672,2022-09-01,AAPL,155.355
673,2022-09-02,AAPL,153.241
674,2022-09-06,AAPL,151.98
675,2022-09-07,AAPL,153.388
676,2022-09-08,AAPL,151.912
677,2022-09-09,AAPL,154.774
678,2022-09-12,AAPL,160.734
679,2022-09-13,AAPL,151.301
680,2022-09-14,AAPL,152.747
681,2022-09-15,AAPL,149.857
682,2022-09-16,AAPL,148.214
683,2022-09-19,AAPL,151.932
684,2022-09-20,AAPL,154.31
685,2022-09-21,AAPL,151.184
686,2022-09-22,AAPL,150.221
687,2022-09-23,AAPL,147.95
688,2022-09-26,AAPL,148.283
689,2022-09-27,AAPL,149.256
690,2022-09-28,AAPL,147.368
691,2022-09-29,AAPL,140.131
692,2022-09-30,AAPL,135.92
693,2022-10-03,AAPL,140.101
694,2022-10-04,AAPL,143.691
695,2022-10-05,AAPL,143.984
696,2022-10-06,AAPL,143.033
697,2022-10-07,AAPL,137.78
698,2022-10-10,AAPL,138.103
699,2022-10-11,AAPL,136.686
700,2022-10-12,AAPL,136.058
701,2022-10-13,AAPL,140.631
702,2022-10-14,AAPL,136.097
703,2022-10-17,AAPL,140.061
704,2022-10-18,AAPL,141.378
705,2022-10-19,AAPL,141.488
706,2022-10-20,AAPL,141.026
707,2022-10-21,AAPL,144.84
708,2022-10-24,AAPL,146.986
709,2022-10-25,AAPL,149.827
710,2022-10-26,AAPL,146.888
711,2022-10-27,AAPL,142.414
712,2022-10-28,AAPL,153.173
713,2022-10-31,AAPL,150.811
714,2022-11-01,AAPL,148.167
715,2022-11-02,AAPL,142.638
716,2022-11-03,AAPL,136.59
717,2022-11-04,AAPL,136.324
718,2022-11-07,AAPL,136.855
719,2022-11-08,AAPL,137.425
720,2022-11-09,AAPL,132.864
721,2022-11-10,AAPL,144.688
722,2022-11-11,AAPL,147.475
723,2022-11-14,AAPL,146.077
724,2022-11-15,AAPL,147.81
725,2022-11-16,AAPL,146.577
726,2022-11-17,AAPL,148.479
727,2022-11-18,AAPL,149.042
728,2022-11-21,AAPL,145.809
729,2022-11-22,AAPL,147.949
730,2022-11-23,AAPL,148.827
731,2022-11-25,AAPL,145.909
732,2022-11-28,AAPL,142.076
733,2022-11-29,AAPL,139.071
734,2022-11-30,AAPL,145.829
735,2022-12-01,AAPL,146.106
736,2022-12-02,AAPL,145.614
737,2022-12-05,AAPL,144.451
738,2022-12-06,AAPL,140.787
739,2022-12-07,AAPL,138.844
740,2022-12-08,AAPL,140.529
741,2022-12-09,AAPL,140.047
742,2022-12-12,AAPL,142.344
743,2022-12-13,AAPL,143.307
744,2022-12-14,AAPL,141.081
745,2022-12-15,AAPL,134.47
746,2022-12-16,AAPL,132.512
747,2022-12-19,AAPL,130.403
748,2022-12-20,AAPL,130.334
749,2022-12-21,AAPL,133.439
750,2022-12-22,AAPL,130.264
751,2022-12-23,AAPL,129.9
752,2022-12-27,AAPL,128.098
753,2022-12-28,AAPL,124.167
754,2022-12-29,AAPL,127.683
755,2022-12-30,AAPL,128.0
756,2023-01-03,AAPL,123.212
757,2023-01-04,AAPL,124.481
758,2023-01-05,AAPL,123.163
759,2023-01-06,AAPL,127.693
760,2023-01-09,AAPL,128.216
761,2023-01-10,AAPL,128.788
762,2023-01-11,AAPL,131.507
763,2023-01-12,AAPL,131.429
764,2023-01-13,AAPL,132.757
765,2023-01-17,AAPL,133.92
766,2023-01-18,AAPL,133.202
767,2023-01-19,AAPL,133.261
768,2023-01-20,AAPL,135.822
